Community,ApartmentLayout,Area,Floor,ConstructionYear,TotalPrice,UnitPrice,Orientation,RenovationDegree,Elevator,PlotRatio,GreeneryRate,PropertyFee,DistanceToWasteStation_km,SurroundingBusLines_05km,SurroundingSchools_1km,DistanceToSubway_km,DistanceToBusinessDistrict_km,DistanceToPark_km,AgentSafetyScore,AgentComfortScore,AgentValueForMoneyScore,AgentLocationScore,AgentFutureAppreciationScore,AgentEnvironmentalScore,AgentPropertyServiceScore
3,7,159,18,2012,136,8533,2,1,1,1.8,0.1,1.2,2.3,7,3,2.2,5.3,2,3,3.5,3,3,2.67,5,3.25
3,1,85,19,2012,95,11176,2,1,1,1.8,0.1,1.2,2.3,7,3,2.2,5.3,2,2.33,2,3,3,3.67,4,3
3,1,85,18,2000,95,11176,2,1,1,1.8,0.1,1.2,2.3,7,3,2.2,5.3,2,3,3,3.5,2.5,3,4,3
3,7,159,19,2005,136,8533,1,1,1,1.8,0.1,1.2,2.3,7,3,2.2,5.3,2,4.33,3,4,4,3.67,3.5,3.5
3,7,159,18,2015,136,8533,1,1,1,1.8,0.1,1.2,2.3,7,3,2.2,5.3,2,2.67,2,3,2.5,3,3,2.75
3,1,85,18,2012,95,11176,2,1,1,1.8,0.1,1.2,2.3,7,3,2.2,5.3,2,3.67,4,4,4,4,5,4
3,7,145,18,2005,136,9379,2,1,1,1.8,0.1,1.2,2.3,7,3,2.2,5.3,2,3.33,2,2.5,3.5,4.33,5,3
4,2,108,6,2010,118,10926,1,2,2,1.4,0.36,0.6,1.1,6,5,0.33,7.8,0.4,4.33,3,3,3,4,3.5,3.5
4,2,108,6,2010,135,12500,2,1,2,1.4,0.36,0.6,1.1,6,5,0.33,7.8,0.4,3.67,1.5,4.5,2.5,2,5,3.25
4,1,87,6,2009,105,12069,1,1,2,1.4,0.36,0.6,1.1,6,5,0.33,7.8,0.4,5,5,5,5,5,5,5
4,1,85,6,2009,98,11481,1,4,2,1.4,0.36,0.6,1.1,6,5,0.33,7.8,0.4,5,2,3.5,2.5,4.33,5,5
4,1,85,6,2010,105,12285,2,1,2,1.4,0.36,0.6,1.1,6,5,0.33,7.8,0.4,4.33,4,4,4,3.67,5,3.25
4,1,88,6,2008,90,10227,1,1,2,1.4,0.36,0.6,1.1,6,5,0.33,7.8,0.4,2.67,2,3.5,4,4,5,3.5
4,1,86,6,2010,100,11628,2,1,1,1.4,0.36,0.6,1.1,6,5,0.33,7.8,0.4,4.33,4,4.5,4,4,5,3.25
4,1,88,6,2007,105,11932,1,1,2,1.4,0.36,0.6,1.1,6,5,0.33,7.8,0.4,4,2.5,3,3.5,4,5,3.25
4,5,100,6,2008,110,11000,1,1,1,1.4,0.36,0.6,1.1,6,5,0.33,7.8,0.4,3,3,3.5,4,4,4.5,3
4,1,90,6,2010,99,10972,2,1,2,1.4,0.36,0.6,1.1,6,5,0.33,7.8,0.4,4.33,2,5,2.5,3.67,5,4
4,1,92,6,2012,100,10870,2,2,1,1.4,0.36,0.6,1.1,6,5,0.33,7.8,0.4,2,2,2,3,3,3.5,3
4,1,89,6,2012,100,11236,1,1,2,1.4,0.36,0.6,1.1,6,5,0.33,7.8,0.4,3,2.5,4,3.5,3.33,5,3.5
4,2,84,5,2009,112,13333,1,1,2,1.4,0.36,0.6,1.1,6,5,0.33,7.8,0.4,3,3,4,2,4,4.5,3.25
4,2,118,6,2019,136,11525,3,2,2,1.4,0.36,0.6,1.1,6,5,0.33,7.8,0.4,5,3,5,4,5,5,5
4,1,86,6,2015,105,12209,2,2,2,1.4,0.36,0.6,1.1,6,5,0.33,7.8,0.4,3.33,2.5,2.5,2.5,3,3,3.25
4,1,86,6,2010,105,12209,1,1,2,1.4,0.36,0.6,1.1,6,5,0.33,7.8,0.4,3,2.5,3,3,3,5,3.5
4,6,88,6,2013,95,10795,1,1,1,1.4,0.36,0.6,1.1,6,5,0.33,7.8,0.4,2,2,3,2.5,3,5,3.25
4,2,106,6,2013,120,11321,1,1,1,1.4,0.36,0.6,1.1,6,5,0.33,7.8,0.4,3.67,3,4,4.5,3,5,2.75
4,2,86,6,2013,98,11395,1,1,2,1.4,0.36,0.6,1.1,6,5,0.33,7.8,0.4,3,3,3,3,3.67,5,4
4,2,104,6,2008,115,11058,1,1,2,1.4,0.36,0.6,1.1,6,5,0.33,7.8,0.4,5,4,4.5,4.5,5,5,4.5
4,1,90,6,2006,99,10972,4,1,2,1.4,0.36,0.6,1.1,6,5,0.33,7.8,0.4,4,1.5,2,4,3.33,5,3.5
4,1,92,6,2007,118,12826,1,1,2,1.4,0.36,0.6,1.1,6,5,0.33,7.8,0.4,4,2,1,4,3,3,3
4,2,104,6,2010,116,11154,1,2,2,1.4,0.36,0.6,1.1,6,5,0.33,7.8,0.4,3,1.5,2,3,3.33,5,3
4,2,108,6,2011,118,10926,2,2,2,1.4,0.36,0.6,1.1,6,5,0.33,7.8,0.4,5,2.5,4,5,3.33,5,3.5
4,2,108,6,2011,125,11574,2,1,2,1.4,0.36,0.6,1.1,6,5,0.33,7.8,0.4,3,3,3,3,3,3,3
4,1,85,6,2010,96,11294,2,2,2,1.4,0.36,0.6,1.1,6,5,0.33,7.8,0.4,3.33,3,4,4.5,3.67,5,3.25
4,2,104,6,2010,116,11154,2,1,1,1.4,0.36,0.6,1.1,6,5,0.33,7.8,0.4,1.33,2,2,3,2,2,1.75
4,2,108,6,2005,125,11574,1,1,2,1.4,0.36,0.6,1.1,6,5,0.33,7.8,0.4,4.33,1.5,2,4,3.67,5,3.75
4,2,108,6,2012,117.5,10880,1,1,2,1.4,0.36,0.6,1.1,6,5,0.33,7.8,0.4,4,4,3.5,4,4.33,4.5,3.75
4,1,88,6,2010,105,11932,2,2,1,1.4,0.36,0.6,1.1,6,5,0.33,7.8,0.4,2.33,1.5,4,3.5,3,5,3
4,1,90,6,2010,100,11111,1,1,2,1.4,0.36,0.6,1.1,6,5,0.33,7.8,0.4,5,4.5,4,5,3.33,5,4.25
4,2,103,6,2012,118,11390,2,1,2,1.4,0.36,0.6,1.1,6,5,0.33,7.8,0.4,3.67,3.5,2.5,4.5,3,5,3.5
4,1,88,6,2004,100,11364,1,1,2,1.4,0.36,0.6,1.1,6,5,0.33,7.8,0.4,2.33,2,2.5,2.5,4.67,4,3.5
4,2,104,6,2010,118,11346,1,1,2,1.4,0.36,0.6,1.1,6,5,0.33,7.8,0.4,3,2,3,2.5,2.67,4,3.75
4,2,108,6,2010,118,10926,1,1,2,1.4,0.36,0.6,1.1,6,5,0.33,7.8,0.4,4.33,2.5,4,4.5,3.33,5,3.25
4,1,89,6,2010,105,11798,1,1,2,1.4,0.36,0.6,1.1,6,5,0.33,7.8,0.4,4.33,2.5,3.5,3,2.67,5,3.75
4,1,88,6,2000,105,11932,2,2,2,1.4,0.36,0.6,1.1,6,5,0.33,7.8,0.4,4.33,2,3.5,3.5,4.33,4.5,3.25
4,2,104,6,2013,120,11538,2,2,2,1.4,0.36,0.6,1.1,6,5,0.33,7.8,0.4,2.67,1.5,3,3,2.33,3.5,3
4,1,90,6,2012,100,11111,2,1,2,1.4,0.36,0.6,1.1,6,5,0.33,7.8,0.4,3,3.5,2.5,3.5,2.33,4,3.5
4,2,108,6,2010,120,11111,1,1,2,1.4,0.36,0.6,1.1,6,5,0.33,7.8,0.4,1,1,1,3,1,1,1
4,6,99,6,2013,105,10606,1,1,1,1.4,0.36,0.6,1.1,6,5,0.33,7.8,0.4,2.33,1,3,3,2.33,5,3
4,1,90,6,2012,100,11111,1,1,2,1.4,0.36,0.6,1.1,6,5,0.33,7.8,0.4,4.33,2.5,4,4.5,3.67,5,3.75
4,2,106,6,2011,115,10849,2,1,1,1.4,0.36,0.6,1.1,6,5,0.33,7.8,0.4,4.33,2,4.5,2,5,4,3
4,1,90,6,2010,96,10667,5,1,2,1.4,0.36,0.6,1.1,6,5,0.33,7.8,0.4,3,2,3,3,3,5,5
4,1,85,6,2010,104,12235,2,4,2,1.4,0.36,0.6,1.1,6,5,0.33,7.8,0.4,3.33,2,3,3.5,4.67,5,3
4,1,91,6,2010,99,10879,1,1,2,1.4,0.36,0.6,1.1,6,5,0.33,7.8,0.4,3.33,3,4,3.5,3.67,4,3.75
4,1,89,6,2011,100,11236,2,1,2,1.4,0.36,0.6,1.1,6,5,0.33,7.8,0.4,2.67,3,3.5,4,4,4.5,3.25
4,1,88,6,2011,99,11250,2,1,2,1.4,0.36,0.6,1.1,6,5,0.33,7.8,0.4,3,2.5,3.5,4,3.67,3.5,3
4,1,92,6,2010,105,11413,1,2,2,1.4,0.36,0.6,1.1,6,5,0.33,7.8,0.4,3,4,1,1.5,2,1.5,2
4,2,106,6,2012,128,12075,1,1,1,1.4,0.36,0.6,1.1,6,5,0.33,7.8,0.4,3,3,5,3,4,4.5,3.25
4,1,88,6,2007,110,12500,1,2,1,1.4,0.36,0.6,1.1,6,5,0.33,7.8,0.4,4,5,4.5,4.5,3.67,5,5
4,1,90,6,2010,100,11111,1,4,2,1.4,0.36,0.6,1.1,6,5,0.33,7.8,0.4,3,2,2,2,3,4,3.25
4,1,86,6,2013,115,13372,1,1,1,1.4,0.36,0.6,1.1,6,5,0.33,7.8,0.4,2.67,3.5,4,1,2.33,3.5,2.75
4,1,87,6,2010,105,12069,2,1,2,1.4,0.36,0.6,1.1,6,5,0.33,7.8,0.4,1,1,1,1,1,1,2
4,2,104,6,2010,120,11538,2,1,2,1.4,0.36,0.6,1.1,6,5,0.33,7.8,0.4,3.67,2.5,3,2,3,4,3.75
4,1,88,6,2011,98,11136,2,1,2,1.4,0.36,0.6,1.1,6,5,0.33,7.8,0.4,2.67,3.5,3.5,4,3.33,5,3
4,1,86,6,2010,99,11512,2,4,2,1.4,0.36,0.6,1.1,6,5,0.33,7.8,0.4,3.33,3,4,3,3.67,3.5,4
4,8,123,6,2013,150,12195,1,3,1,1.4,0.36,0.6,1.1,6,5,0.33,7.8,0.4,4,2,3,4,2.67,5,3
4,1,89,6,2014,102,11461,2,2,2,1.4,0.36,0.6,1.1,6,5,0.33,7.8,0.4,3.33,3.5,2.5,2.5,4.33,4,4.25
4,1,86,6,2012,98,11395,1,4,2,1.4,0.36,0.6,1.1,6,5,0.33,7.8,0.4,3,2,2,3,3,2,3.5
5,2,88,18,2019,115,13068,1,4,1,2.5,0.4,1,0.6,4,1,1.4,7.6,0.74,2.67,3,2.5,2.5,3,2.5,3
5,5,125,8,2017,148,11840,2,4,1,2.5,0.4,1,0.6,4,1,1.4,7.6,0.74,4,1.5,3,1,2.67,4,3
5,2,95,24,2019,118.7,12495,2,4,1,2.5,0.4,1,0.6,4,1,1.4,7.6,0.74,2.67,3,4,2.5,3.67,3.5,3.25
5,2,95,18,2019,120,12632,1,1,1,2.5,0.4,1,0.6,4,1,1.4,7.6,0.74,5,5,5,5,5,5,4.25
5,2,95,18,2018,110,11579,1,1,1,2.5,0.4,1,0.6,4,1,1.4,7.6,0.74,3.33,1.5,4,3.5,4,5,2.5
5,2,89,28,2019,115,12921,2,1,1,2.5,0.4,1,0.6,4,1,1.4,7.6,0.74,4,4,5,5,4,5,4
5,2,95,11,2019,106,11158,5,1,1,2.5,0.4,1,0.6,4,1,1.4,7.6,0.74,2.67,2.5,4,4,3.33,5,3.25
5,2,104,24,2019,130,12500,2,4,1,2.5,0.4,1,0.6,4,1,1.4,7.6,0.74,3.33,4,4,4,5,5,4
5,2,88,18,2019,120,13636,2,4,1,2.5,0.4,1,0.6,4,1,1.4,7.6,0.74,4.67,3.5,3,3,4,5,3
5,2,89,28,2018,114,12809,2,1,1,2.5,0.4,1,0.6,4,1,1.4,7.6,0.74,4,2,5,4,3.33,5,3.25
5,2,95,8,2019,120,12632,1,1,1,2.5,0.4,1,0.6,4,1,1.4,7.6,0.74,4,4,4,4,4,4,4
5,2,89,31,2017,128,14382,2,1,1,2.5,0.4,1,0.6,4,1,1.4,7.6,0.74,5,5,5,5,5,5,5
5,2,95,11,2019,106,11158,5,1,1,2.5,0.4,1,0.6,4,1,1.4,7.6,0.74,3,3,3,3,3,3,3
5,2,88,18,2017,115,13068,2,1,1,2.5,0.4,1,0.6,4,1,1.4,7.6,0.74,2.67,2,3.5,1.5,3.33,2,3.25
5,2,95,11,2018,117,12316,1,1,1,2.5,0.4,1,0.6,4,1,1.4,7.6,0.74,2.33,2,3,2.5,2.33,5,3
5,3,98,33,2018,98,10000,1,3,1,2.5,0.4,1,0.6,4,1,1.4,7.6,0.74,2.67,2,3.5,1.5,3.33,2,3.25
5,5,125,6,2018,140,11185,1,4,1,2.5,0.4,1,0.6,4,1,1.4,7.6,0.74,3.33,3,3,3,3,3,3.5
5,2,95,30,2018,118,12421,2,1,1,2.5,0.4,1,0.6,4,1,1.4,7.6,0.74,4.33,2.5,3,3,4.33,5,3.25
5,2,95,18,2021,118.7,12495,2,1,1,2.5,0.4,1,0.6,4,1,1.4,7.6,0.74,3.67,2.5,4.5,4.5,4.33,4.5,3.25
5,2,95,18,2019,115,12105,1,1,1,2.5,0.4,1,0.6,4,1,1.4,7.6,0.74,5,5,5,5,5,5,5
5,5,124,8,2018,153,12339,1,4,1,2.5,0.4,1,0.6,4,1,1.4,7.6,0.74,4.33,2.5,3,4,2,4,3.75
5,5,125,8,2017,158,12628,2,4,1,2.5,0.4,1,0.6,4,1,1.4,7.6,0.74,3.33,2.5,3,2.5,3,3.5,3.75
6,2,93,22,2017,125,13301,1,4,1,2.7,0.4,1.3,1.1,2,3,1.2,8.2,0.28,3.33,2,3,3,3.33,4,3.25
6,2,93,27,2018,123,13088,2,4,1,2.7,0.4,1.3,1.1,2,3,1.2,8.2,0.28,3,2.5,5,3.5,4,5,4.75
6,2,93,18,2015,110,11705,2,4,1,2.7,0.4,1.3,1.1,2,3,1.2,8.2,0.28,3.67,2,4,3.5,2,5,2.75
6,2,92,18,2016,126,13581,1,1,1,2.7,0.4,1.3,1.1,2,3,1.2,8.2,0.28,3,2.5,3,3.5,3,5,3
6,2,101,31,2017,140,13800,5,1,1,2.7,0.4,1.3,1.1,2,3,1.2,8.2,0.28,4.33,1.5,4,4,4,5,3.25
6,2,92,18,2016,120,12952,5,1,1,2.7,0.4,1.3,1.1,2,3,1.2,8.2,0.28,3,3,3,3,3,3,3
6,2,96,18,2016,123,12804,1,1,1,2.7,0.4,1.3,1.1,2,3,1.2,8.2,0.28,2,2,2,2,2,3,2.75
6,2,106,8,2017,178,16781,2,1,1,2.7,0.4,1.3,1.1,2,3,1.2,8.2,0.28,4.67,1.5,5,4,5,5,4.5
6,2,93,29,2017,120,12769,2,4,1,2.7,0.4,1.3,1.1,2,3,1.2,8.2,0.28,2.33,1.5,3.5,2.5,2,2,3
6,2,93,21,2015,125,13301,1,4,1,2.7,0.4,1.3,1.1,2,3,1.2,8.2,0.28,5,4,4,5,5,5,5
6,2,93,34,2016,123,13088,2,4,1,2.7,0.4,1.3,1.1,2,3,1.2,8.2,0.28,3,2.5,4,2.5,3.67,4.5,3
6,2,93,34,2015,115,12237,2,4,1,2.7,0.4,1.3,1.1,2,3,1.2,8.2,0.28,3.33,3,4,4,4.33,3.5,3.75
6,2,93,18,2015,120,12769,1,4,1,2.7,0.4,1.3,1.1,2,3,1.2,8.2,0.28,2.67,2,2,3,3,4,2.75
6,5,106,1,2016,140,13180,1,4,1,2.7,0.4,1.3,1.1,2,3,1.2,8.2,0.28,3.67,2.5,5,5,2,3,4.5
6,5,106,8,2019,132,12427,1,4,1,2.7,0.4,1.3,1.1,2,3,1.2,8.2,0.28,3,2.5,2.5,1,3,4.5,3.5
6,2,92,30,2016,142,15305,1,1,1,2.7,0.4,1.3,1.1,2,3,1.2,8.2,0.28,2.33,3,3,3,3,4.5,4
6,2,94,11,2016,118,12543,1,1,1,2.7,0.4,1.3,1.1,2,3,1.2,8.2,0.28,2.67,2,3,2.5,3,4,3.25
6,2,92,30,2017,142,15305,1,1,1,2.7,0.4,1.3,1.1,2,3,1.2,8.2,0.28,3.33,3,3,3,3,3,3.75
6,2,93,18,2015,125,13301,1,1,1,2.7,0.4,1.3,1.1,2,3,1.2,8.2,0.28,4.33,1.5,4.5,1,1.67,2.5,3.25
6,2,101,31,2015,145,14293,1,1,1,2.7,0.4,1.3,1.1,2,3,1.2,8.2,0.28,4.33,3,3,4,2.67,5,5
6,2,93,21,2015,120,12769,1,1,1,2.7,0.4,1.3,1.1,2,3,1.2,8.2,0.28,4.67,2.5,3.5,3.5,2.33,1.5,2
6,2,96,18,2016,125,12988,1,1,1,2.7,0.4,1.3,1.1,2,3,1.2,8.2,0.28,3.67,4,4,3,4,3,3.5
6,2,95,8,2015,130,13590,1,4,1,2.7,0.4,1.3,1.1,2,3,1.2,8.2,0.28,4,3,2.5,3.5,3.33,5,3
6,2,93,27,2017,115,12237,1,4,1,2.7,0.4,1.3,1.1,2,3,1.2,8.2,0.28,2.67,2.5,3.5,2.5,4,5,3.25
6,2,92,26,2017,126,13581,2,1,1,2.7,0.4,1.3,1.1,2,3,1.2,8.2,0.28,4.67,2.5,4,3,4.33,4,4.25
6,2,106,28,2017,131.7,12399,1,1,1,2.7,0.4,1.3,1.1,2,3,1.2,8.2,0.28,2.67,2.5,4.5,3.5,3,3,2.5
6,2,95,10,2015,145,15158,1,1,1,2.7,0.4,1.3,1.1,2,3,1.2,8.2,0.28,4.67,2,3.5,4,3,5,3.5
6,2,94,31,2015,120,12762,2,4,1,2.7,0.4,1.3,1.1,2,3,1.2,8.2,0.28,4,3,4,4,3,4,4
6,2,94,32,2017,130,13818,2,4,1,2.7,0.4,1.3,1.1,2,3,1.2,8.2,0.28,1.67,4,2,2.5,3.67,3.5,3.5
6,3,96,26,2017,122.5,12756,2,1,1,2.7,0.4,1.3,1.1,2,3,1.2,8.2,0.28,5,5,5,5,5,5,4
6,2,101,31,2016,145,14293,1,1,1,2.7,0.4,1.3,1.1,2,3,1.2,8.2,0.28,3.67,2,3,3,3,3,3.75
6,2,92,18,2015,126,13581,1,1,1,2.7,0.4,1.3,1.1,2,3,1.2,8.2,0.28,3,2.5,2,2.5,3.33,4,3.25
6,8,106,8,2000,180,16981,1,4,1,2.7,0.4,1.3,1.1,2,3,1.2,8.2,0.28,3.67,3.5,4,3.5,3,4.5,4
6,2,92,32,2018,120,12934,1,1,1,2.7,0.4,1.3,1.1,2,3,1.2,8.2,0.28,3,2.5,3,3.5,4,5,3
6,2,93,34,2017,115,12237,2,4,1,2.7,0.4,1.3,1.1,2,3,1.2,8.2,0.28,5,4.5,5,4.5,5,5,5
6,2,101,33,2016,142,13997,1,1,1,2.7,0.4,1.3,1.1,2,3,1.2,8.2,0.28,3.67,3,3,3.5,4.33,5,5
6,2,101,34,2015,140,13800,1,1,1,2.7,0.4,1.3,1.1,2,3,1.2,8.2,0.28,4.33,2.5,3.5,3.5,4,3,3.75
6,2,95,8,2010,125,13067,1,4,1,2.7,0.4,1.3,1.1,2,3,1.2,8.2,0.28,3.67,2.5,2.5,2.5,3.33,5,3.5
6,2,93,18,2016,111,11811,1,4,1,2.7,0.4,1.3,1.1,2,3,1.2,8.2,0.28,4.67,4.5,3.5,4.5,3.67,3.5,4
6,2,93,18,2016,111,11811,2,4,1,2.7,0.4,1.3,1.1,2,3,1.2,8.2,0.28,4.33,3,3,4,4.33,5,4
6,2,93,30,2016,118.5,12609,1,4,1,2.7,0.4,1.3,1.1,2,3,1.2,8.2,0.28,3.33,2.5,1.5,2.5,3,5,3
6,2,93,34,2017,118,12556,2,4,1,2.7,0.4,1.3,1.1,2,3,1.2,8.2,0.28,4,3,4,5,4,4,4
6,2,93,34,2016,121,12875,1,4,1,2.7,0.4,1.3,1.1,2,3,1.2,8.2,0.28,2.67,2,2.5,4.5,3.67,4,3.5
7,1,81,6,2008,91,11235,1,1,2,1.4,0.4,0.6,2.1,9,4,1,7.5,1,4.67,3,4,4.5,2.67,4.5,3.5
7,1,81,6,2010,95,11728,2,1,2,1.4,0.4,0.6,2.1,9,4,1,7.5,1,2.67,2.5,3.5,3.5,3.33,3,2.75
7,1,80,6,2008,95,11875,1,1,1,1.4,0.4,0.6,2.1,9,4,1,7.5,1,3,1.5,4.5,2,3,5,3.25
7,1,80,6,2010,95,11875,2,1,2,1.4,0.4,0.6,2.1,9,4,1,7.5,1,4,2,4,3,4.33,3,3
7,2,87,6,2010,90,10345,1,4,2,1.4,0.4,0.6,2.1,9,4,1,7.5,1,4.67,4,5,4.5,4,5,5
7,2,87,6,2013,90,10345,1,2,2,1.4,0.4,0.6,2.1,9,4,1,7.5,1,2,3.5,3,3,2,5,3
7,2,87,6,2010,97,11149,2,4,2,1.4,0.4,0.6,2.1,9,4,1,7.5,1,2.33,1.5,1,4,4,5,4.5
7,2,97,6,2010,93,9588,1,2,2,1.4,0.4,0.6,2.1,9,4,1,7.5,1,4.67,3,4,5,4.33,5,5
7,2,89,6,2010,108,12135,2,1,2,1.4,0.4,0.6,2.1,9,4,1,7.5,1,4,4.5,4,4,4,5,4
7,2,89,6,2000,108,12135,2,2,2,1.4,0.4,0.6,2.1,9,4,1,7.5,1,4,3,3,3,2.67,4,4.25
7,1,90,6,2008,105,11667,2,4,2,1.4,0.4,0.6,2.1,9,4,1,7.5,1,3.67,3,4,4,3.33,3.5,4.25
7,4,75,6,2007,88,11609,1,1,2,1.4,0.4,0.6,2.1,9,4,1,7.5,1,2.67,3,3,3,3,3,3.25
7,2,89,6,2010,95,10674,1,1,2,1.4,0.4,0.6,2.1,9,4,1,7.5,1,3,2,3.5,3.5,4,5,3.75
7,1,81,6,2008,91,11235,1,1,2,1.4,0.4,0.6,2.1,9,4,1,7.5,1,4,4,3,4,4,4,3
7,1,80,6,2010,92,11500,2,1,2,1.4,0.4,0.6,2.1,9,4,1,7.5,1,3,3,4,4,4.33,4.5,3.75
7,1,80,6,2006,90,11250,2,1,2,1.4,0.4,0.6,2.1,9,4,1,7.5,1,4.67,2.5,3.5,3,3.33,5,4
7,1,80,6,2009,95,11875,1,1,2,1.4,0.4,0.6,2.1,9,4,1,7.5,1,3,2,2.5,4,3.67,5,3
7,1,81,6,2012,87,10741,2,1,2,1.4,0.4,0.6,2.1,9,4,1,7.5,1,2.67,2.5,3,3,3,3.5,2.75
7,2,87,6,2005,105,12069,2,4,2,1.4,0.4,0.6,2.1,9,4,1,7.5,1,5,3.5,5,5,5,5,5
7,2,92,6,2010,104,11304,1,4,2,1.4,0.4,0.6,2.1,9,4,1,7.5,1,2.67,3,3.5,3,3,5,3.75
7,2,87,6,2010,107,12299,1,4,2,1.4,0.4,0.6,2.1,9,4,1,7.5,1,3,4,4,3.5,3.33,3.5,3.75
7,2,88,6,2012,90,10227,1,1,2,1.4,0.4,0.6,2.1,9,4,1,7.5,1,4,3.5,3.5,3,3,4.5,4
7,2,87,6,2010,105,12069,2,4,2,1.4,0.4,0.6,2.1,9,4,1,7.5,1,5,4.5,5,5,5,5,5
7,2,89,6,2011,92,10239,1,1,2,1.4,0.4,0.6,2.1,9,4,1,7.5,1,3.33,2,1.5,1.5,3,5,3.75
7,2,89,6,2008,105,11680,1,1,2,1.4,0.4,0.6,2.1,9,4,1,7.5,1,2.33,2,4,3,3,5,3
7,1,73,6,2009,84,11507,1,1,2,1.4,0.4,0.6,2.1,9,4,1,7.5,1,3.67,3.5,4.5,4,5,5,4.25
7,4,80,6,2010,98,12250,2,1,2,1.4,0.4,0.6,2.1,9,4,1,7.5,1,3.33,1,4,4,4.33,3.5,3
7,1,74,6,2010,90,12124,1,1,2,1.4,0.4,0.6,2.1,9,4,1,7.5,1,2.33,3,3.5,3.5,3.33,1.5,3.75
7,1,80,6,2010,90,11250,1,1,2,1.4,0.4,0.6,2.1,9,4,1,7.5,1,3,2.5,4,3,4,2.5,2.5
7,2,90,6,2012,103,11444,2,1,2,1.4,0.4,0.6,2.1,9,4,1,7.5,1,3,1.5,2.5,3.5,3.67,3.5,3.25
7,2,112,6,2010,120,10714,2,1,2,1.4,0.4,0.6,2.1,9,4,1,7.5,1,3.67,1.5,2,2,4.67,3.5,3.5
7,1,89,6,2010,92,10337,1,4,2,1.4,0.4,0.6,2.1,9,4,1,7.5,1,4.67,3,3.5,4.5,3.33,4.5,4.25
7,2,89,6,2010,104,11685,1,4,1,1.4,0.4,0.6,2.1,9,4,1,7.5,1,3,2,2.5,2.5,3.67,4,4.75
7,2,104,6,2010,100,9615,1,1,2,1.4,0.4,0.6,2.1,9,4,1,7.5,1,4,1.5,3.5,5,4.67,5,2.75
7,1,80,6,2009,92,11500,2,1,2,1.4,0.4,0.6,2.1,9,4,1,7.5,1,1,1,1,1,1,1,3
7,1,72,6,2010,90,12500,1,1,2,1.4,0.4,0.6,2.1,9,4,1,7.5,1,3.33,2,2.5,3,3.67,4,3
7,1,81,6,2012,87,10741,1,1,2,1.4,0.4,0.6,2.1,9,4,1,7.5,1,4,4,3.5,4,2,4.5,3.25
7,2,95,6,2010,99,10373,2,1,1,1.4,0.4,0.6,2.1,9,4,1,7.5,1,2.67,2,3.5,3,3.33,2.5,2.75
7,2,90,18,2008,90,10000,2,1,1,1.4,0.4,0.6,2.1,9,4,1,7.5,1,4.33,3,2.5,4.5,3.33,3,3
7,5,104,6,2012,100,9615,2,1,1,1.4,0.4,0.6,2.1,9,4,1,7.5,1,4.33,5,5,2.5,3.33,5,3
7,2,96,6,2012,105,10938,1,1,2,1.4,0.4,0.6,2.1,9,4,1,7.5,1,4,3.5,2.5,3,2,3,3
7,2,96,6,2000,120,12500,2,2,2,1.4,0.4,0.6,2.1,9,4,1,7.5,1,3,1.5,2,3,4,3,3.5
7,2,88,6,2010,103,11705,1,4,2,1.4,0.4,0.6,2.1,9,4,1,7.5,1,4,2,4,4,5,5,4
7,2,87,6,2012,88,10115,1,2,2,1.4,0.4,0.6,2.1,9,4,1,7.5,1,3.33,1,5,5,4,4.5,4
7,1,89,6,2013,96,10787,1,1,1,1.4,0.4,0.6,2.1,9,4,1,7.5,1,3,3,2.5,3,2.67,3,3.75
7,1,81,6,2011,95,11728,1,1,2,1.4,0.4,0.6,2.1,9,4,1,7.5,1,4.33,3,4.5,3,4,5,4
7,1,80,6,2008,92,11500,2,1,2,1.4,0.4,0.6,2.1,9,4,1,7.5,1,4.33,2,2,2.5,2.33,5,3.25
7,2,97,6,2010,110,11340,2,1,1,1.4,0.4,0.6,2.1,9,4,1,7.5,1,4,2.5,4,3.5,4,4,4
7,2,87,6,2013,90,10345,1,4,2,1.4,0.4,0.6,2.1,9,4,1,7.5,1,4.33,2,4,2.5,3.33,4.5,4
7,2,87,6,2012,96,11034,1,2,2,1.4,0.4,0.6,2.1,9,4,1,7.5,1,3.67,3,3.5,3.5,5,5,4
7,1,90,6,2008,105,11667,2,4,2,1.4,0.4,0.6,2.1,9,4,1,7.5,1,2.33,2,3,3,3,3,3.75
7,2,89,6,2012,98,11011,1,1,2,1.4,0.4,0.6,2.1,9,4,1,7.5,1,4.33,1.5,2.5,4,3.33,5,3.75
7,1,74,6,2008,92,12394,2,3,2,1.4,0.4,0.6,2.1,9,4,1,7.5,1,5,1.5,3,3,3,5,3
7,2,112,6,2010,118,10536,2,1,2,1.4,0.4,0.6,2.1,9,4,1,7.5,1,4,2.5,3.5,4,3.67,5,4
7,2,89,6,2000,108,12135,2,2,2,1.4,0.4,0.6,2.1,9,4,1,7.5,1,2.67,2.5,3,3,4,5,4
7,1,78,6,2008,92,11690,1,1,2,1.4,0.4,0.6,2.1,9,4,1,7.5,1,5,3,5,5,5,5,4.5
7,2,95,6,2011,100,10478,1,1,2,1.4,0.4,0.6,2.1,9,4,1,7.5,1,5,3,3.5,4,3.67,5,3
7,1,80,6,2010,95,11875,2,1,2,1.4,0.4,0.6,2.1,9,4,1,7.5,1,3,4,3,2,3.67,3,4
